Month	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
Mar-2026	0	0	0	0	0	729720.962016196	0	180188.081123553	0	0	0
Apr-2026	0	0	0	0	0	443539.891996438	0	141867.538984155	0	0	0
May-2026	0	0	0	0	0	566654.825252802	0	56257.8171833719	0	0	0
Jun-2026	0	0	0	0	0	638403.925428696	0	69303.1081244435	0	0	0
Jul-2026	0	0	0	0	0	609052.020811285	0	115776.957102011	0	0	0
Aug-2026	0	0	0	0	0	549532.880892645	0	101101.004793306	0	0	0
Sep-2026	0	0	0	0	0	522626.968326685	0	138606.216248887	0	0	0
Oct-2027	0	0	0	0	0	733797.615435283	0	83163.7297493321	0	0	0
Nov-2027	0	0	0	0	0	733797.615435283	0	146759.523087057	0	0	0
Dec-2027	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Jan-2027	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Feb-2027	0	0	0	0	0	684877.774406264	0	136975.554881253	0	0	0
Mar-2027	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Apr-2027	0	0	0	0	0	733797.615435283	0	144313.531035606	0	0	0
May-2027	0	0	0	0	0	709337.694920774	0	97839.6820580377	0	0	0
Jun-2027	0	0	0	0	0	513658.330804698	0	0	0	0	0
Jul-2027	0	0	0	0	0	384020.752077798	0	0	0	0	0
Aug-2027	0	0	0	0	0	516104.322856149	0	0	0	0	0
Sep-2027	0	0	0	0	0	726459.63928093	0	22013.9284630585	0	0	0
Oct-2028	0	0	0	0	0	414187.987379026	0	145128.861719423	0	0	0
Nov-2028	0	0	0	0	0	391358.728232151	0	146759.523087057	0	0	0
Dec-2028	0	0	0	0	0	353853.51677657	0	151651.507189959	0	0	0
Jan-2028	0	0	0	0	0	325316.942842976	0	151651.507189959	0	0	0
Feb-2028	0	0	0	0	0	515288.992172332	0	138606.216248887	0	0	0
Mar-2028	0	0	0	0	0	729720.962016196	0	180188.081123553	0	0	0
Apr-2028	0	0	0	0	0	443539.891996438	0	141867.538984155	0	0	0
May-2028	0	0	0	0	0	566654.825252802	0	56257.8171833719	0	0	0
Jun-2028	0	0	0	0	0	638403.925428696	0	69303.1081244435	0	0	0
Jul-2028	0	0	0	0	0	609052.020811285	0	115776.957102011	0	0	0
Aug-2028	0	0	0	0	0	549532.880892645	0	101101.004793306	0	0	0
Sep-2028	0	0	0	0	0	522626.968326685	0	138606.216248887	0	0	0
Oct-2029	0	0	0	0	0	970447.346413161	0	151651.507189959	0	0	0
Nov-2029	0	0	0	0	0	972281.84045175	0	128414.582701175	0	0	0
Dec-2029	0	0	0	0	0	1307994.24951339	0	151651.507189959	0	0	0
Jan-2029	0	0	0	0	0	4087252.71797453	0	151651.507189959	0	0	0
Feb-2029	0	0	0	0	0	1109257.395333	0	136975.554881253	0	0	0
Mar-2029	0	0	0	0	0	5327982.18607302	0	2677138.30031307	0	0	0
Apr-2029	0	0	0	0	0	10952540.9083845	0	13753201.8072958	0	0	0
May-2029	0	0	0	0	0	14959075.8886611	0	10049969.8413991	0	0	0
Jun-2029	0	0	0	0	0	4808820.37315255	0	2142077.53905816	0	0	0
Jul-2029	0	0	0	0	0	1246844.44822712	0	75825.7535949795	0	0	0
Aug-2029	0	0	0	0	0	1317778.2177192	0	75825.7535949795	0	0	0
Sep-2029	0	0	0	0	0	1397272.95939135	0	94782.1919937242	0	0	0
Oct-2030	0	0	0	0	0	970447.346413161	0	151651.507189959	0	0	0
Nov-2030	0	0	0	0	0	972281.84045175	0	128414.582701175	0	0	0
Dec-2030	0	0	0	0	0	1307994.24951339	0	151651.507189959	0	0	0
Jan-2030	0	0	0	0	0	4087252.71797453	0	151651.507189959	0	0	0
Feb-2030	0	0	0	0	0	1109257.395333	0	136975.554881253	0	0	0
Mar-2030	0	0	0	0	0	5327982.18607302	0	2677138.30031307	0	0	0
Apr-2030	0	0	0	0	0	10952540.9083845	0	13753201.8072958	0	0	0
May-2030	0	0	0	0	0	14959075.8886611	0	10049969.8413991	0	0	0
Jun-2030	0	0	0	0	0	4808820.37315255	0	2142077.53905816	0	0	0
Jul-2030	0	0	0	0	0	1246844.44822712	0	75825.7535949795	0	0	0
Aug-2030	0	0	0	0	0	1317778.2177192	0	75825.7535949795	0	0	0
Sep-2030	0	0	0	0	0	1397272.95939135	0	94782.1919937242	0	0	0
Oct-2031	0	0	0	0	0	981454.310644691	0	123347.884880312	0	0	0
Nov-2031	0	0	0	0	0	1027316.6616094	0	146759.523087057	0	0	0
Dec-2031	0	0	0	0	0	1061560.55032971	0	162134.330267605	0	0	0
Jan-2031	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Feb-2031	0	0	0	0	0	709337.694920774	0	141867.538984155	0	0	0
Mar-2031	0	0	0	0	0	1721978.40422146	0	151651.507189959	0	0	0
Apr-2031	0	0	0	0	0	1430905.3500988	0	119853.610521096	0	0	0
May-2031	0	0	0	0	0	1108034.39930728	0	0	0	0	0
Jun-2031	0	0	0	0	0	988180.788786181	0	0	0	0	0
Jul-2031	0	0	0	0	0	907463.0510883	0	0	0	0	0
Aug-2031	0	0	0	0	0	885449.122625241	0	0	0	0	0
Sep-2031	0	0	0	0	0	1059114.55827826	0	0	0	0	0
Oct-2032	0	0	0	0	0	1668166.57908954	0	48919.8410290189	0	0	0
Nov-2032	0	0	0	0	0	1810034.1180737	0	73379.7615435283	0	0	0
Dec-2032	0	0	0	0	0	1690180.5075526	0	151651.507189959	0	0	0
Jan-2032	0	0	0	0	0	6521014.80916821	0	151651.507189959	0	0	0
Feb-2032	0	0	0	0	0	1575218.88113441	0	136975.554881253	0	0	0
Mar-2032	0	0	0	0	0	1743992.33268452	0	151651.507189959	0	0	0
Apr-2032	0	0	0	0	0	1687734.51550115	0	146759.523087057	0	0	0
May-2032	0	0	0	0	0	802285.392875909	0	31797.8966688623	0	0	0
Jun-2032	0	0	0	0	0	535672.259267757	0	0	0	0	0
Jul-2032	0	0	0	0	0	447616.545415523	0	0	0	0	0
Aug-2032	0	0	0	0	0	491644.40234164	0	0	0	0	0
Sep-2032	0	0	0	0	0	266613.133608153	0	7337.97615435283	0	0	0
Oct-2033	0	0	0	0	0	667755.830046108	0	134529.562829802	0	0	0
Nov-2033	0	0	0	0	0	733797.615435283	0	73379.7615435283	0	0	0
Dec-2033	0	0	0	0	0	1971469.59346946	0	151651.507189959	0	0	0
Jan-2033	0	0	0	0	0	13088503.467314	0	151651.507189959	0	0	0
Feb-2033	0	0	0	0	0	1242563.96213708	0	136975.554881253	0	0	0
Mar-2033	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Apr-2033	0	0	0	0	0	6034262.39092948	0	12012266.9646756	0	0	0
May-2033	0	0	0	0	0	12596859.0649724	0	13399144.4578483	0	0	0
Jun-2033	0	0	0	0	0	4050562.83720276	0	1193644.12110806	0	0	0
Jul-2033	0	0	0	0	0	1533637.01625974	0	0	0	0	0
Aug-2033	0	0	0	0	0	1423567.37394445	0	0	0	0	0
Sep-2033	0	0	0	0	0	1655936.61883229	0	0	0	0	0
Oct-2034	0	0	0	0	0	981454.310644691	0	123347.884880312	0	0	0
Nov-2034	0	0	0	0	0	1027316.6616094	0	146759.523087057	0	0	0
Dec-2034	0	0	0	0	0	1061560.55032971	0	162134.330267605	0	0	0
Jan-2034	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Feb-2034	0	0	0	0	0	709337.694920774	0	141867.538984155	0	0	0
Mar-2034	0	0	0	0	0	1721978.40422146	0	151651.507189959	0	0	0
Apr-2034	0	0	0	0	0	1430905.3500988	0	119853.610521096	0	0	0
May-2034	0	0	0	0	0	1108034.39930728	0	0	0	0	0
Jun-2034	0	0	0	0	0	988180.788786181	0	0	0	0	0
Jul-2034	0	0	0	0	0	907463.0510883	0	0	0	0	0
Aug-2034	0	0	0	0	0	885449.122625241	0	0	0	0	0
Sep-2034	0	0	0	0	0	1059114.55827826	0	0	0	0	0
Oct-2035	0	0	0	0	0	414187.987379026	0	145128.861719423	0	0	0
Nov-2035	0	0	0	0	0	391358.728232151	0	146759.523087057	0	0	0
Dec-2035	0	0	0	0	0	353853.51677657	0	151651.507189959	0	0	0
Jan-2035	0	0	0	0	0	325316.942842976	0	151651.507189959	0	0	0
Feb-2035	0	0	0	0	0	515288.992172332	0	138606.216248887	0	0	0
Mar-2035	0	0	0	0	0	729720.962016196	0	180188.081123553	0	0	0
Apr-2035	0	0	0	0	0	443539.891996438	0	141867.538984155	0	0	0
May-2035	0	0	0	0	0	566654.825252802	0	56257.8171833719	0	0	0
Jun-2035	0	0	0	0	0	638403.925428696	0	69303.1081244435	0	0	0
Jul-2035	0	0	0	0	0	609052.020811285	0	115776.957102011	0	0	0
Aug-2035	0	0	0	0	0	549532.880892645	0	101101.004793306	0	0	0
Sep-2035	0	0	0	0	0	522626.968326685	0	138606.216248887	0	0	0
Oct-2036	0	0	0	0	0	414187.987379026	0	145128.861719423	0	0	0
Nov-2036	0	0	0	0	0	391358.728232151	0	146759.523087057	0	0	0
Dec-2036	0	0	0	0	0	353853.51677657	0	151651.507189959	0	0	0
Jan-2036	0	0	0	0	0	325316.942842976	0	151651.507189959	0	0	0
Feb-2036	0	0	0	0	0	515288.992172332	0	138606.216248887	0	0	0
Mar-2036	0	0	0	0	0	729720.962016196	0	180188.081123553	0	0	0
Apr-2036	0	0	0	0	0	443539.891996438	0	141867.538984155	0	0	0
May-2036	0	0	0	0	0	566654.825252802	0	56257.8171833719	0	0	0
Jun-2036	0	0	0	0	0	638403.925428696	0	69303.1081244435	0	0	0
Jul-2036	0	0	0	0	0	609052.020811285	0	115776.957102011	0	0	0
Aug-2036	0	0	0	0	0	549532.880892645	0	101101.004793306	0	0	0
Sep-2036	0	0	0	0	0	522626.968326685	0	138606.216248887	0	0	0
Oct-2037	0	0	0	0	0	706891.702869323	0	151651.507189959	0	0	0
Nov-2037	0	0	0	0	0	733797.615435283	0	146759.523087057	0	0	0
Dec-2037	0	0	0	0	0	753365.55184689	0	151651.507189959	0	0	0
Jan-2037	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Feb-2037	0	0	0	0	0	684877.774406264	0	136975.554881253	0	0	0
Mar-2037	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Apr-2037	0	0	0	0	0	716675.671075126	0	144313.531035606	0	0	0
May-2037	0	0	0	0	0	682431.782354813	0	0	0	0	0
Jun-2037	0	0	0	0	0	665309.837994657	0	0	0	0	0
Jul-2037	0	0	0	0	0	454954.521569875	0	0	0	0	0
Aug-2037	0	0	0	0	0	513658.330804698	0	0	0	0	0
Sep-2037	0	0	0	0	0	616389.996965638	0	17121.9443601566	0	0	0
Oct-2038	0	0	0	0	0	733797.615435283	0	83163.7297493321	0	0	0
Nov-2038	0	0	0	0	0	733797.615435283	0	146759.523087057	0	0	0
Dec-2038	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Jan-2038	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Feb-2038	0	0	0	0	0	684877.774406264	0	136975.554881253	0	0	0
Mar-2038	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Apr-2038	0	0	0	0	0	733797.615435283	0	144313.531035606	0	0	0
May-2038	0	0	0	0	0	709337.694920774	0	97839.6820580377	0	0	0
Jun-2038	0	0	0	0	0	513658.330804698	0	0	0	0	0
Jul-2038	0	0	0	0	0	384020.752077798	0	0	0	0	0
Aug-2038	0	0	0	0	0	516104.322856149	0	0	0	0	0
Sep-2038	0	0	0	0	0	726459.63928093	0	22013.9284630585	0	0	0
Oct-2039	0	0	0	0	0	714229.679023676	0	97839.6820580377	0	0	0
Nov-2039	0	0	0	0	0	711783.686972225	0	146759.523087057	0	0	0
Dec-2039	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Jan-2039	0	0	0	0	0	3182235.65893768	0	151651.507189959	0	0	0
Feb-2039	0	0	0	0	0	4936011.959828	0	141867.538984155	0	0	0
Mar-2039	0	0	0	0	0	3033030.14379917	0	151651.507189959	0	0	0
Apr-2039	0	0	0	0	0	733797.615435283	0	61149.8012862736	0	0	0
May-2039	0	0	0	0	0	679985.790303362	0	31797.8966688623	0	0	0
Jun-2039	0	0	0	0	0	538118.251319208	0	0	0	0	0
Jul-2039	0	0	0	0	0	547902.219525011	0	0	0	0	0
Aug-2039	0	0	0	0	0	613944.004914187	0	0	0	0	0
Sep-2039	0	0	0	0	0	513658.330804698	0	4891.98410290189	0	0	0
Oct-2040	0	0	0	0	0	981454.310644691	0	123347.884880312	0	0	0
Nov-2040	0	0	0	0	0	1027316.6616094	0	146759.523087057	0	0	0
Dec-2040	0	0	0	0	0	1061560.55032971	0	162134.330267605	0	0	0
Jan-2040	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Feb-2040	0	0	0	0	0	709337.694920774	0	141867.538984155	0	0	0
Mar-2040	0	0	0	0	0	1721978.40422146	0	151651.507189959	0	0	0
Apr-2040	0	0	0	0	0	1430905.3500988	0	119853.610521096	0	0	0
May-2040	0	0	0	0	0	1108034.39930728	0	0	0	0	0
Jun-2040	0	0	0	0	0	988180.788786181	0	0	0	0	0
Jul-2040	0	0	0	0	0	907463.0510883	0	0	0	0	0
Aug-2040	0	0	0	0	0	885449.122625241	0	0	0	0	0
Sep-2040	0	0	0	0	0	1059114.55827826	0	0	0	0	0
Oct-2041	0	0	0	0	0	970447.346413161	0	151651.507189959	0	0	0
Nov-2041	0	0	0	0	0	972281.84045175	0	128414.582701175	0	0	0
Dec-2041	0	0	0	0	0	1307994.24951339	0	151651.507189959	0	0	0
Jan-2041	0	0	0	0	0	4087252.71797453	0	151651.507189959	0	0	0
Feb-2041	0	0	0	0	0	1109257.395333	0	136975.554881253	0	0	0
Mar-2041	0	0	0	0	0	5327982.18607302	0	2677138.30031307	0	0	0
Apr-2041	0	0	0	0	0	10952540.9083845	0	13753201.8072958	0	0	0
May-2041	0	0	0	0	0	14959075.8886611	0	10049969.8413991	0	0	0
Jun-2041	0	0	0	0	0	4808820.37315255	0	2142077.53905816	0	0	0
Jul-2041	0	0	0	0	0	1246844.44822712	0	75825.7535949795	0	0	0
Aug-2041	0	0	0	0	0	1317778.2177192	0	75825.7535949795	0	0	0
Sep-2041	0	0	0	0	0	1397272.95939135	0	94782.1919937242	0	0	0
Oct-2042	0	0	0	0	0	970447.346413161	0	151651.507189959	0	0	0
Nov-2042	0	0	0	0	0	972281.84045175	0	128414.582701175	0	0	0
Dec-2042	0	0	0	0	0	1307994.24951339	0	151651.507189959	0	0	0
Jan-2042	0	0	0	0	0	4087252.71797453	0	151651.507189959	0	0	0
Feb-2042	0	0	0	0	0	1109257.395333	0	136975.554881253	0	0	0
Mar-2042	0	0	0	0	0	5327982.18607302	0	2677138.30031307	0	0	0
Apr-2042	0	0	0	0	0	10952540.9083845	0	13753201.8072958	0	0	0
May-2042	0	0	0	0	0	14959075.8886611	0	10049969.8413991	0	0	0
Jun-2042	0	0	0	0	0	4808820.37315255	0	2142077.53905816	0	0	0
Jul-2042	0	0	0	0	0	1246844.44822712	0	75825.7535949795	0	0	0
Aug-2042	0	0	0	0	0	1317778.2177192	0	75825.7535949795	0	0	0
Sep-2042	0	0	0	0	0	1397272.95939135	0	94782.1919937242	0	0	0
Oct-2043	0	0	0	0	0	970447.346413161	0	151651.507189959	0	0	0
Nov-2043	0	0	0	0	0	972281.84045175	0	128414.582701175	0	0	0
Dec-2043	0	0	0	0	0	1307994.24951339	0	151651.507189959	0	0	0
Jan-2043	0	0	0	0	0	4087252.71797453	0	151651.507189959	0	0	0
Feb-2043	0	0	0	0	0	1109257.395333	0	136975.554881253	0	0	0
Mar-2043	0	0	0	0	0	5327982.18607302	0	2677138.30031307	0	0	0
Apr-2043	0	0	0	0	0	10952540.9083845	0	13753201.8072958	0	0	0
May-2043	0	0	0	0	0	14959075.8886611	0	10049969.8413991	0	0	0
Jun-2043	0	0	0	0	0	4808820.37315255	0	2142077.53905816	0	0	0
Jul-2043	0	0	0	0	0	1246844.44822712	0	75825.7535949795	0	0	0
Aug-2043	0	0	0	0	0	1317778.2177192	0	75825.7535949795	0	0	0
Sep-2043	0	0	0	0	0	1397272.95939135	0	94782.1919937242	0	0	0
Oct-2044	0	0	0	0	0	706891.702869323	0	151651.507189959	0	0	0
Nov-2044	0	0	0	0	0	733797.615435283	0	146759.523087057	0	0	0
Dec-2044	0	0	0	0	0	753365.55184689	0	151651.507189959	0	0	0
Jan-2044	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Feb-2044	0	0	0	0	0	684877.774406264	0	136975.554881253	0	0	0
Mar-2044	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Apr-2044	0	0	0	0	0	716675.671075126	0	144313.531035606	0	0	0
May-2044	0	0	0	0	0	682431.782354813	0	0	0	0	0
Jun-2044	0	0	0	0	0	665309.837994657	0	0	0	0	0
Jul-2044	0	0	0	0	0	454954.521569875	0	0	0	0	0
Aug-2044	0	0	0	0	0	513658.330804698	0	0	0	0	0
Sep-2044	0	0	0	0	0	616389.996965638	0	17121.9443601566	0	0	0
Oct-2045	0	0	0	0	0	724013.647229479	0	151651.507189959	0	0	0
Nov-2045	0	0	0	0	0	733797.615435283	0	146759.523087057	0	0	0
Dec-2045	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Jan-2045	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Feb-2045	0	0	0	0	0	684877.774406264	0	136975.554881253	0	0	0
Mar-2045	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Apr-2045	0	0	0	0	0	733797.615435283	0	146759.523087057	0	0	0
May-2045	0	0	0	0	0	763149.520052694	0	73379.7615435283	0	0	0
Jun-2045	0	0	0	0	0	523442.299010502	0	105177.658212391	0	0	0
Jul-2045	0	0	0	0	0	557686.187730815	0	105177.658212391	0	0	0
Aug-2045	0	0	0	0	0	430494.601055366	0	129637.5787269	0	0	0
Sep-2045	0	0	0	0	0	587038.092348226	0	132083.570778351	0	0	0
Oct-2046	0	0	0	0	0	714229.679023676	0	97839.6820580377	0	0	0
Nov-2046	0	0	0	0	0	711783.686972225	0	146759.523087057	0	0	0
Dec-2046	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Jan-2046	0	0	0	0	0	3182235.65893768	0	151651.507189959	0	0	0
Feb-2046	0	0	0	0	0	4936011.959828	0	141867.538984155	0	0	0
Mar-2046	0	0	0	0	0	3033030.14379917	0	151651.507189959	0	0	0
Apr-2046	0	0	0	0	0	733797.615435283	0	61149.8012862736	0	0	0
May-2046	0	0	0	0	0	679985.790303362	0	31797.8966688623	0	0	0
Jun-2046	0	0	0	0	0	538118.251319208	0	0	0	0	0
Jul-2046	0	0	0	0	0	547902.219525011	0	0	0	0	0
Aug-2046	0	0	0	0	0	613944.004914187	0	0	0	0	0
Sep-2046	0	0	0	0	0	513658.330804698	0	4891.98410290189	0	0	0
Oct-2047	0	0	0	0	0	733797.615435283	0	83163.7297493321	0	0	0
Nov-2047	0	0	0	0	0	733797.615435283	0	146759.523087057	0	0	0
Dec-2047	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Jan-2047	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Feb-2047	0	0	0	0	0	684877.774406264	0	136975.554881253	0	0	0
Mar-2047	0	0	0	0	0	758257.535949792	0	151651.507189959	0	0	0
Apr-2047	0	0	0	0	0	733797.615435283	0	144313.531035606	0	0	0
May-2047	0	0	0	0	0	709337.694920774	0	97839.6820580377	0	0	0
Jun-2047	0	0	0	0	0	513658.330804698	0	0	0	0	0
Jul-2047	0	0	0	0	0	384020.752077798	0	0	0	0	0
Aug-2047	0	0	0	0	0	516104.322856149	0	0	0	0	0
Sep-2047	0	0	0	0	0	726459.63928093	0	22013.9284630585	0	0	0
Oct-2048	0	0	0	0	0	414187.987379026	0	145128.861719423	0	0	0
Nov-2048	0	0	0	0	0	391358.728232151	0	146759.523087057	0	0	0
Dec-2048	0	0	0	0	0	353853.51677657	0	151651.507189959	0	0	0
Jan-2048	0	0	0	0	0	325316.942842976	0	151651.507189959	0	0	0
Feb-2048	0	0	0	0	0	515288.992172332	0	138606.216248887	0	0	0
Mar-2048	0	0	0	0	0	729720.962016196	0	180188.081123553	0	0	0
Apr-2048	0	0	0	0	0	443539.891996438	0	141867.538984155	0	0	0
May-2048	0	0	0	0	0	566654.825252802	0	56257.8171833719	0	0	0
Jun-2048	0	0	0	0	0	638403.925428696	0	69303.1081244435	0	0	0
Jul-2048	0	0	0	0	0	609052.020811285	0	115776.957102011	0	0	0
Aug-2048	0	0	0	0	0	549532.880892645	0	101101.004793306	0	0	0
Sep-2048	0	0	0	0	0	522626.968326685	0	138606.216248887	0	0	0
Oct-2049	0	0	0	0	0	414187.987379026	0	145128.861719423	0	0	0
Nov-2049	0	0	0	0	0	391358.728232151	0	146759.523087057	0	0	0
Dec-2049	0	0	0	0	0	353853.51677657	0	151651.507189959	0	0	0
Jan-2049	0	0	0	0	0	325316.942842976	0	151651.507189959	0	0	0
Feb-2049	0	0	0	0	0	515288.992172332	0	138606.216248887	0	0	0
Mar-2049	0	0	0	0	0	729720.962016196	0	180188.081123553	0	0	0
Apr-2049	0	0	0	0	0	443539.891996438	0	141867.538984155	0	0	0
May-2049	0	0	0	0	0	566654.825252802	0	56257.8171833719	0	0	0
Jun-2049	0	0	0	0	0	638403.925428696	0	69303.1081244435	0	0	0
Jul-2049	0	0	0	0	0	609052.020811285	0	115776.957102011	0	0	0
Aug-2049	0	0	0	0	0	549532.880892645	0	101101.004793306	0	0	0
Sep-2049	0	0	0	0	0	522626.968326685	0	138606.216248887	0	0	0
Oct-2050	0	0	0	0	0	970447.346413161	0	151651.507189959	0	0	0
Nov-2050	0	0	0	0	0	972281.84045175	0	128414.582701175	0	0	0
Dec-2050	0	0	0	0	0	1307994.24951339	0	151651.507189959	0	0	0
Jan-2050	0	0	0	0	0	4087252.71797453	0	151651.507189959	0	0	0
Feb-2050	0	0	0	0	0	1109257.395333	0	136975.554881253	0	0	0
Mar-2050	0	0	0	0	0	5327982.18607302	0	2677138.30031307	0	0	0
Apr-2050	0	0	0	0	0	10952540.9083845	0	13753201.8072958	0	0	0
