Month	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
May-2022	9153970.33584965	332129.316981314	225642.01853619	88332.3500298743	71963.9725779916	75825.7535949793	34112.7664117209	2176932.92579134	0	2571653.56541044	701760.041319904
Jun-2022	7058520.50105415	279103.617065981	61595.9383259662	46737.9430775286	43608.4847613034	198125.356167526	17634.4864433225	3551580.45870677	0	981330.112253537	163339.44135445
Jul-2022	2152431.58764781	160728.399674923	27839.3905314218	9062.30790010958	33765.7493565003	212801.308476232	12169.7788626266	1871183.91935997	0	476951.761119307	86207.5085106202
Aug-2022	661837.534407635	51091.7693991454	13502.133717687	3779.96299557974	27005.6913409996	198125.356167526	9185.4047861089	1580110.86523731	0	237306.885846404	65328.8757372992
Sep-2022	285634.093541783	28762.0079796798	6845.81774728371	2446.27965125005	21854.4558498302	220139.284630585	6870.92692844623	949044.915962966	0	142568.878614288	50269.6106946965
Oct-2023	287670.785027198	24889.3492171815	48529.333790178	3526.77447068784	38953.2063644884	34243.8887203132	37181.2610159509	256829.165402349	0	183567.153530966	49516.6606540619
Nov-2023	262826.553067136	24095.0471956437	54449.1651578521	7553.75573344811	40619.8047158832	7337.97615435283	16485.8447728566	0	0	169034.288293544	50184.9714934574
Dec-2023	265435.948202873	25932.2279730537	65825.2487491045	14236.9277383073	53914.8090964952	7337.97615435283	21972.9580712848	0	0	165758.258221081	50957.7094184575
Jan-2023	163814.127941056	17915.5218648325	23433.9415144402	6827.63481496374	28188.2498562921	7337.97615435283	9758.68093456832	0	0	117309.350633022	39959.7217022939
Feb-2023	88333.4730069914	8979.94156541044	26864.692878603	4498.927687337	23506.7882326623	7337.97615435283	7094.4776651083	0	0	81339.6082198065	28528.8422101844
Mar-2023	1928646.60792248	117735.918017143	702261.787006544	208629.103597086	1259080.46849612	7337.97615435283	416562.837254741	0	0	979567.00148097	821718.140219229
Apr-2023	2596446.46581735	287880.586022251	346519.150653977	215378.355098585	750598.25742821	7337.97615435283	126987.999263763	0	0	1780553.4207568	814975.861451464
May-2023	12827666.1114212	1178389.27313555	1334934.08884119	528956.958637621	923584.997023902	7337.97615435283	226078.083517629	1435797.3342017	0	7770974.10979564	2678088.57569228
Jun-2023	12500516.870095	760950.070899654	654221.983162819	217605.754521488	110612.957346374	264167.141556702	44667.6430155148	2318800.46477549	0	4443628.11044692	1273495.13978032
Jul-2023	11139986.8607859	958428.403174882	472377.442277578	184468.652159016	59443.6658275449	210355.316424781	22510.0714206832	2578075.62222929	0	2581980.80794683	344566.452474465
Aug-2023	2639343.5914053	267944.926186546	55399.6686479002	35527.7395985241	41440.8771418135	254383.173350898	14518.8072275851	2641671.41556702	0	598202.379768199	94843.8337576137
Sep-2023	582628.076348882	53494.8156546707	21561.3319099412	4665.94300956825	32178.7257997378	205463.332321879	10954.0619402119	743581.583641087	0	247632.640866268	70534.9071293258
Oct-2024	1868376.32879226	193143.197161522	179407.349030291	60837.5648441018	53520.0691836544	76039.7778994812	68083.1777361834	415451.749938943	0	530676.495940784	87597.6006592155
Nov-2024	559923.111361558	56646.6558345392	64113.7154102966	12240.9576295424	50480.4906285484	1834.49403858821	16006.5757545725	153119.102420829	0	337760.888808343	82420.4577923643
Dec-2024	10094729.9854395	984141.549077295	1793503.54577556	669110.159338745	1307929.35288704	1406.44542958429	473603.892928442	78210.5958451438	0	6039148.53227694	2088404.1712488
Jan-2024	3612017.00483935	382425.140261704	861704.828663417	342860.707727943	1299830.72266223	4066.46178553719	399753.844806837	0	0	2297589.80909366	1020354.3004358
Feb-2024	8774640.36474329	824824.390341699	1210109.25666649	599991.234607684	2371162.55709945	5521.8270561505	813350.583275521	0	0	6176455.90834412	2428501.44636653
Mar-2024	3212980.8231473	261799.024723415	504937.898336954	297556.059612569	1826211.13569137	2874.04066045486	613648.158121123	0	0	2104550.75154539	1258077.959422
Apr-2024	11610823.6235902	1107368.38114439	1364309.55732316	709503.556332065	2806761.42780202	403.588688489405	714979.646594762	0	0	7930260.76771431	3470750.36009367
May-2024	11132880.0361982	1010576.33805752	847232.492871241	417759.470905883	995042.339943423	23408.1439323855	227863.590221636	376682.775923445	0	8666219.650174	2872194.0058276
Jun-2024	15574715.8990865	1227806.46896618	997708.009321895	425811.419901627	329233.015871578	158974.807392003	117905.39398041	1219327.03764829	0	8682011.58805823	2471442.8117696
Jul-2024	15031794.9878045	1155043.6278377	938108.17688951	290560.318915352	67994.3512248441	280055.082926901	28461.8727725281	2977995.32264152	0	5691104.0239447	1196365.9030602
Aug-2024	8142962.76438641	852132.518503627	521549.880474703	183967.93464478	44161.7705714617	264191.601477217	17120.8883326207	4841841.26584714	0	2736688.36825458	255599.559209054
Sep-2024	3280879.64061549	387731.479933286	174409.21581098	108088.725590193	35571.11734207	208942.756015068	13639.6317454205	2233802.24098757	0	961523.359303634	83217.8981557255
Oct-2025	155170.919668014	13350.8694339751	13733.528983681	1816.39224458936	18358.9436920036	141052.208300338	6370.22592857931	211985.977792415	0	125336.851837903	31569.1767564215
Nov-2025	112026.030361294	9511.44736894268	11762.3526520118	1580.38763461108	15004.6966730568	7337.97615435283	5568.07856218515	69303.1081244434	0	102898.061328568	25575.197909086
Dec-2025	326322.215553297	24993.565081963	122652.694317097	12315.3809603366	41363.6747076996	0	39371.6233976218	64411.1240215416	0	214136.59440403	48450.5312971652
Jan-2025	306645.599707771	31055.6508196304	83722.3462863905	11392.6844062105	48614.1988916797	0	25350.2403928109	0	0	171032.761042852	49097.2299240826
Feb-2025	2400191.15267013	205171.40078211	652052.436226275	133861.30833902	118127.355871634	0	112825.804551646	0	0	1230263.23483422	252453.194256216
Mar-2025	2057031.05378984	75808.6988138083	104658.885370681	27720.2579095957	86717.123192325	0	32781.6177172679	0	0	444735.243102731	127328.974914129
Apr-2025	3581613.79320905	65641.5168074485	51785.8442858073	9662.18400835912	50116.5881403495	53485.692858394	23704.649950304	83979.0604331492	0	402769.027152999	102983.572325406
May-2025	5619849.33912031	109166.337734711	65446.5893466461	13796.8422215111	46796.1772293124	167110.176955128	51390.2268686977	1966577.60936656	0	683617.841997808	127606.308670327
Jun-2025	3671710.74216406	146142.588961537	119681.199002115	24979.1784157872	33399.8015330726	177742.089072102	15677.6739431455	2070939.93689513	0	596461.434949186	105030.861550573
Jul-2025	1348029.5172258	111395.054229542	71469.1409073277	23179.7262443119	26390.5828677576	255924.148343312	10633.6554465987	1313497.73162916	0	381352.176810223	67750.3112528211
Aug-2025	496656.27725242	38968.7054059641	24213.1995571249	3700.56435422076	23896.5379516179	292361.276603093	13464.3357921772	1896459.1705583	0	251016.918756212	55303.6520655704
Sep-2025	270943.56976466	20307.0056152254	10706.6783180942	2245.70876150725	16243.4888587472	262944.145530977	4760.54547256525	462292.497724228	0	129735.571147426	38618.4450101516
Oct-2026	155170.919668014	13350.8694339751	13733.528983681	1816.39224458936	18358.9436920036	141052.208300338	6370.22592857931	211985.977792415	0	125336.851837903	31569.1767564215
Nov-2026	112026.030361294	9511.44736894268	11762.3526520118	1580.38763461108	15004.6966730568	7337.97615435283	5568.07856218515	69303.1081244434	0	102898.061328568	25575.197909086
Dec-2026	326322.215553297	24993.565081963	122652.694317097	12315.3809603366	41363.6747076996	0	39371.6233976218	64411.1240215416	0	214136.59440403	48450.5312971652
Jan-2026	306645.599707771	31055.6508196304	83722.3462863905	11392.6844062105	48614.1988916797	0	25350.2403928109	0	0	171032.761042852	49097.2299240826
Feb-2026	2400191.15267013	205171.40078211	652052.436226275	133861.30833902	118127.355871634	0	112825.804551646	0	0	1230263.23483422	252453.194256216
Mar-2026	2057031.05378984	75808.6988138083	104658.885370681	27720.2579095957	86717.123192325	0	32781.6177172679	0	0	444735.243102731	127328.974914129
Apr-2026	3581613.79320905	65641.5168074485	51785.8442858073	9662.18400835912	50116.5881403495	53485.692858394	23704.649950304	83979.0604331492	0	402769.027152999	102983.572325406
May-2026	5619849.33912031	109166.337734711	65446.5893466461	13796.8422215111	46796.1772293124	167110.176955128	51390.2268686977	1966577.60936656	0	683617.841997808	127606.308670327
Jun-2026	3671710.74216406	146142.588961537	119681.199002115	24979.1784157872	33399.8015330726	177742.089072102	15677.6739431455	2070939.93689513	0	596461.434949186	105030.861550573
Jul-2026	1348029.5172258	111395.054229542	71469.1409073277	23179.7262443119	26390.5828677576	255924.148343312	10633.6554465987	1313497.73162916	0	381352.176810223	67750.3112528211
Aug-2026	496656.27725242	38968.7054059641	24213.1995571249	3700.56435422076	23896.5379516179	292361.276603093	13464.3357921772	1896459.1705583	0	251016.918756212	55303.6520655704
Sep-2026	270943.56976466	20307.0056152254	10706.6783180942	2245.70876150725	16243.4888587472	262944.145530977	4760.54547256525	462292.497724228	0	129735.571147426	38618.4450101516
Oct-2027	219766.303777181	24870.8286577544	5447.28797922678	1940.62923371854	17866.2576660711	4891.98410290189	3024.27034634302	156543.49129286	0	121184.514686519	44991.3980523691
Nov-2027	762031.842830323	63133.6830045279	261242.795685649	20494.2394187123	74211.5978218702	0	84245.2638023259	39135.8728232151	0	363169.750115391	88275.667821049
Dec-2027	1414514.77237524	113476.730041597	400690.597943633	119015.544325734	246816.234055507	0	96834.4562689192	0	0	611239.476184139	219575.740187514
Jan-2027	1106550.17854888	100769.040246696	164044.291765186	83108.6470393349	285218.724123382	0	63855.7744168859	0	0	509732.490730489	320200.799599034
Feb-2027	1120457.04153794	106968.952872317	127969.586466825	57752.9931954682	219365.315316285	0	62201.0835374504	0	0	623625.541907478	368701.995350378
Mar-2027	3169820.99832648	256955.215227653	272658.711935823	129817.622689701	364003.936173888	0	114260.213316268	0	0	2172230.98723195	973079.396308053
Apr-2027	4539908.35426607	425889.059456827	522884.933288404	221631.600574265	768380.414139154	0	130576.434719819	0	0	2934567.06389124	1245091.39575304
May-2027	6565914.61585828	290083.062203558	243998.564586419	73157.3058018332	120199.881499772	48919.8410290189	37776.3581511382	1389323.48522414	0	2655686.6795074	906738.749993629
Jun-2027	11266872.8536477	557244.211526645	302927.840836819	110000.029585413	55110.253713043	225031.268733487	18646.1126726264	3074612.00867384	0	3100191.97897759	805437.416146817
Jul-2027	7675227.38714519	736968.461518858	162975.217549632	127894.956196711	40999.9850713725	374236.783871994	12206.7686034428	1492055.15138508	0	2024800.1094615	125048.116234882
Aug-2027	2634323.2359879	294721.111831617	61162.17801652	39383.8350601874	38420.3402662347	244599.205145094	13232.6730341756	1220550.03367402	0	964328.556753986	91330.3172673136
Sep-2027	578795.460578551	45127.7896173548	17226.6353444883	4098.13005915384	28423.1135476161	7337.97615435283	9344.1922825339	753365.55184689	0	248350.44588231	69108.2099635562
Oct-2028	155170.919668014	13350.8694339751	13733.528983681	1816.39224458936	18358.9436920036	141052.208300338	6370.22592857931	211985.977792415	0	125336.851837903	31569.1767564215
Nov-2028	112026.030361294	9511.44736894268	11762.3526520118	1580.38763461108	15004.6966730568	7337.97615435283	5568.07856218515	69303.1081244434	0	102898.061328568	25575.197909086
Dec-2028	326322.215553297	24993.565081963	122652.694317097	12315.3809603366	41363.6747076996	0	39371.6233976218	64411.1240215416	0	214136.59440403	48450.5312971652
Jan-2028	306645.599707771	31055.6508196304	83722.3462863905	11392.6844062105	48614.1988916797	0	25350.2403928109	0	0	171032.761042852	49097.2299240826
Feb-2028	2400191.15267013	205171.40078211	652052.436226275	133861.30833902	118127.355871634	0	112825.804551646	0	0	1230263.23483422	252453.194256216
Mar-2028	2057031.05378984	75808.6988138083	104658.885370681	27720.2579095957	86717.123192325	0	32781.6177172679	0	0	444735.243102731	127328.974914129
Apr-2028	3581613.79320905	65641.5168074485	51785.8442858073	9662.18400835912	50116.5881403495	53485.692858394	23704.649950304	83979.0604331492	0	402769.027152999	102983.572325406
May-2028	5619849.33912031	109166.337734711	65446.5893466461	13796.8422215111	46796.1772293124	167110.176955128	51390.2268686977	1966577.60936656	0	683617.841997808	127606.308670327
Jun-2028	3671710.74216406	146142.588961537	119681.199002115	24979.1784157872	33399.8015330726	177742.089072102	15677.6739431455	2070939.93689513	0	596461.434949186	105030.861550573
Jul-2028	1348029.5172258	111395.054229542	71469.1409073277	23179.7262443119	26390.5828677576	255924.148343312	10633.6554465987	1313497.73162916	0	381352.176810223	67750.3112528211
Aug-2028	496656.27725242	38968.7054059641	24213.1995571249	3700.56435422076	23896.5379516179	292361.276603093	13464.3357921772	1896459.1705583	0	251016.918756212	55303.6520655704
Sep-2028	270943.56976466	20307.0056152254	10706.6783180942	2245.70876150725	16243.4888587472	262944.145530977	4760.54547256525	462292.497724228	0	129735.571147426	38618.4450101516
Oct-2029	1868376.32879226	193143.197161522	179407.349030291	60837.5648441018	53520.0691836544	76039.7778994812	68083.1777361834	415451.749938943	0	530676.495940784	87597.6006592155
Nov-2029	559923.111361558	56646.6558345392	64113.7154102966	12240.9576295424	50480.4906285484	1834.49403858821	16006.5757545725	153119.102420829	0	337760.888808343	82420.4577923643
Dec-2029	10094729.9854395	984141.549077295	1793503.54577556	669110.159338745	1307929.35288704	1406.44542958429	473603.892928442	78210.5958451438	0	6039148.53227694	2088404.1712488
Jan-2029	3612017.00483935	382425.140261704	861704.828663417	342860.707727943	1299830.72266223	4066.46178553719	399753.844806837	0	0	2297589.80909366	1020354.3004358
Feb-2029	8774640.36474329	824824.390341699	1210109.25666649	599991.234607684	2371162.55709945	5521.8270561505	813350.583275521	0	0	6176455.90834412	2428501.44636653
Mar-2029	3212980.8231473	261799.024723415	504937.898336954	297556.059612569	1826211.13569137	2874.04066045486	613648.158121123	0	0	2104550.75154539	1258077.959422
Apr-2029	11610823.6235902	1107368.38114439	1364309.55732316	709503.556332065	2806761.42780202	403.588688489405	714979.646594762	0	0	7930260.76771431	3470750.36009367
May-2029	11132880.0361982	1010576.33805752	847232.492871241	417759.470905883	995042.339943423	23408.1439323855	227863.590221636	376682.775923445	0	8666219.650174	2872194.0058276
Jun-2029	15574715.8990865	1227806.46896618	997708.009321895	425811.419901627	329233.015871578	158974.807392003	117905.39398041	1219327.03764829	0	8682011.58805823	2471442.8117696
Jul-2029	15031794.9878045	1155043.6278377	938108.17688951	290560.318915352	67994.3512248441	280055.082926901	28461.8727725281	2977995.32264152	0	5691104.0239447	1196365.9030602
Aug-2029	8142962.76438641	852132.518503627	521549.880474703	183967.93464478	44161.7705714617	264191.601477217	17120.8883326207	4841841.26584714	0	2736688.36825458	255599.559209054
Sep-2029	3280879.64061549	387731.479933286	174409.21581098	108088.725590193	35571.11734207	208942.756015068	13639.6317454205	2233802.24098757	0	961523.359303634	83217.8981557255
Oct-2030	1868376.32879226	193143.197161522	179407.349030291	60837.5648441018	53520.0691836544	76039.7778994812	68083.1777361834	415451.749938943	0	530676.495940784	87597.6006592155
Nov-2030	559923.111361558	56646.6558345392	64113.7154102966	12240.9576295424	50480.4906285484	1834.49403858821	16006.5757545725	153119.102420829	0	337760.888808343	82420.4577923643
Dec-2030	10094729.9854395	984141.549077295	1793503.54577556	669110.159338745	1307929.35288704	1406.44542958429	473603.892928442	78210.5958451438	0	6039148.53227694	2088404.1712488
Jan-2030	3612017.00483935	382425.140261704	861704.828663417	342860.707727943	1299830.72266223	4066.46178553719	399753.844806837	0	0	2297589.80909366	1020354.3004358
Feb-2030	8774640.36474329	824824.390341699	1210109.25666649	599991.234607684	2371162.55709945	5521.8270561505	813350.583275521	0	0	6176455.90834412	2428501.44636653
Mar-2030	3212980.8231473	261799.024723415	504937.898336954	297556.059612569	1826211.13569137	2874.04066045486	613648.158121123	0	0	2104550.75154539	1258077.959422
Apr-2030	11610823.6235902	1107368.38114439	1364309.55732316	709503.556332065	2806761.42780202	403.588688489405	714979.646594762	0	0	7930260.76771431	3470750.36009367
May-2030	11132880.0361982	1010576.33805752	847232.492871241	417759.470905883	995042.339943423	23408.1439323855	227863.590221636	376682.775923445	0	8666219.650174	2872194.0058276
Jun-2030	15574715.8990865	1227806.46896618	997708.009321895	425811.419901627	329233.015871578	158974.807392003	117905.39398041	1219327.03764829	0	8682011.58805823	2471442.8117696
Jul-2030	15031794.9878045	1155043.6278377	938108.17688951	290560.318915352	67994.3512248441	280055.082926901	28461.8727725281	2977995.32264152	0	5691104.0239447	1196365.9030602
Aug-2030	8142962.76438641	852132.518503627	521549.880474703	183967.93464478	44161.7705714617	264191.601477217	17120.8883326207	4841841.26584714	0	2736688.36825458	255599.559209054
Sep-2030	3280879.64061549	387731.479933286	174409.21581098	108088.725590193	35571.11734207	208942.756015068	13639.6317454205	2233802.24098757	0	961523.359303634	83217.8981557255
Oct-2031	1186499.29888687	105430.121915236	31953.9909216275	19872.9737361495	30777.465655945	72480.8594646201	17358.0163274784	427699.181567993	0	290816.062885994	64926.3018969438
Nov-2031	411394.798698559	48158.7317689234	29637.5509122264	5794.83104769402	30878.2767063008	14981.701315137	15626.0381993901	46473.8489775679	0	242977.418740638	61003.5275281965
Dec-2031	287244.361990899	35993.2857875049	19454.6488572747	4508.37390661679	24372.7528309741	5564.6319170509	10152.4520044061	71982.0517998421	0	193947.171098721	49693.2983488462
Jan-2031	1180309.57379222	107039.377483031	525288.791806245	138136.539310825	247661.241307444	0	129884.954831841	0	0	640586.667784237	239476.555927135
Feb-2031	4227767.12229185	380337.4499571	879821.027640048	407642.878325457	1909050.16791308	0	440345.488853084	0	0	2809940.97420054	1422393.44037469
Mar-2031	834063.720048592	115354.572866257	148636.089107369	48053.5878373595	199498.343024293	0	53091.5616669545	0	0	591802.706884102	198845.328160794
Apr-2031	4983421.70649263	276507.147176671	247213.887837076	100970.023791792	220757.175725689	0	86283.1516620557	234815.236939291	0	2546234.12206248	699389.784038941
May-2031	10065676.6702032	405560.665898337	255830.576887245	80772.0570527287	90889.0361917275	29351.9046174113	48823.2332937842	3365685.0627965	0	4103991.01862964	1217845.15733108
Jun-2031	11737892.8765413	730755.315378582	379556.741096484	137730.767799245	48915.4177268956	78271.7456464302	22787.3268865373	4155740.49541515	0	2709949.42557065	673388.085618737
Jul-2031	3928872.35920777	343498.261471852	96415.7056863006	72626.5413099927	37025.1696432364	229923.252836389	13961.0619260535	3808409.62410912	0	646719.458673017	100954.940667767
Aug-2031	1560221.17893639	130261.29162077	30733.8432550751	10734.7193095227	29089.3447997576	342438.887203132	10359.8822699896	3798625.65590331	0	427049.718695048	72697.0662302101
Sep-2031	459366.824788943	35990.3694722028	11947.1651635155	3302.19617326496	23085.3806715051	44761.6545415523	7962.51451095436	1041992.6139181	0	186818.827966824	54846.1290057681
Oct-2032	226956.547658624	29427.2752819647	8708.74136832537	2530.37326665666	24650.1550912226	0	8950.82000413426	604160.036708383	0	153801.240707128	47013.6180570697
Nov-2032	239767.634531796	25960.3782447536	27736.9549564346	2535.66031142839	29013.853335863	14675.9523087057	12322.4523725248	146759.523087057	0	185987.093374714	42324.9781875536
Dec-2032	190917.07301492	21829.5962191382	35665.5477294158	3476.30411131908	32640.056543026	15165.1507189959	14427.5891909035	0	0	153546.131622242	39667.2632303262
Jan-2032	304377.283794001	29592.6562932716	60618.0209827635	9030.56361232008	40212.9885175295	30330.3014379917	29261.365810838	0	0	204576.832106743	51711.8240279544
Feb-2032	1245619.16563924	100514.479194217	396281.043576754	59292.8639461754	73641.4875391834	27395.1109762506	98703.5746134046	0	0	728676.12936256	92020.0845540242
Mar-2032	1431487.8903991	106826.447320804	162362.282448952	59087.5303938587	104974.2445837	30330.3014379917	59677.7074702603	0	0	800198.634925399	202931.78561902
Apr-2032	5442183.85851611	98157.3502252603	99600.7428068198	18261.1321404401	61821.5808827485	29351.9046174113	26117.7565149923	51365.8330804698	0	615765.73454114	172830.447603972
May-2032	5819149.71867376	104187.294514749	54687.7427473545	8121.77174944145	41151.1245798492	30330.3014379917	14246.0240976137	4104374.66233468	0	677652.895819588	140508.516532775
Jun-2032	3643390.52524001	78432.5483042472	24738.791993136	4570.6832338941	29477.6037400856	234815.236939291	7670.93435877977	3803517.64000622	0	448199.703352995	79253.0531251858
Jul-2032	824357.457936051	42819.6312583712	11538.4920160726	2994.55671434275	21600.0391451718	317978.966688623	4443.08709970635	3089287.96098254	0	308229.716735524	60440.3606203649
Aug-2032	402127.254740698	22804.9373207191	6555.55874465874	2014.50106612827	15906.0582930055	273951.109762506	2696.00382843405	2744403.08172796	0	182170.018309656	46505.7901893546
Sep-2032	239942.644809889	12025.6659124954	4462.1605846857	1431.05695928324	11710.8555474066	359560.831563289	1659.64519024655	853651.225956379	0	112735.418349866	32614.208496745
Oct-2033	300080.589850685	34943.3609007014	11648.2673107799	3265.10122979949	27778.85986289	16388.1467447213	9144.07971751141	242153.213093643	0	167672.322562559	58140.5034843847
Nov-2033	206402.051587583	26144.2724757679	18141.1815476275	2461.26980549176	26505.4869955005	7337.97615435283	7772.28120867514	146759.523087057	0	142050.508462482	44570.6804248656
Dec-2033	26995245.0408697	2721542.19236748	4800985.97689914	1765338.55854927	3142299.85804212	5625.78171833717	1248621.54160166	0	0	16685466.2543587	5259679.96991621
Jan-2033	3762503.93333088	404562.527627305	750517.488705836	342517.980738899	1465464.08515434	0	416882.645968959	0	0	2636343.92223069	1146350.25400754
Feb-2033	7545284.791659	681881.000082119	823403.26646977	429490.158375974	1708957.01400267	0	467769.392530589	0	0	5601354.58994696	2177164.49238419
Mar-2033	3059099.28345986	282823.908140236	313459.819961659	191397.739026524	1155173.82773746	0	301090.410508938	0	0	2239756.07592306	1080931.20492033
Apr-2033	18851662.0494015	1761456.82055348	2039568.40599524	899471.402356526	2301864.94077537	0	598941.868762866	0	0	11807430.9433749	4572684.0879747
May-2033	9160678.65540311	750225.228406301	555614.987028065	202299.894468876	130164.307010961	0	53473.9684040923	0	0	4831826.30236134	1425704.07722563
Jun-2033	10858840.0667868	711763.646254959	337125.579183739	141111.484294076	66963.2673985621	288627.062071211	28810.1589876171	2189162.88604859	0	3015877.38907594	481333.241058256
Jul-2033	7289871.79802791	529000.698474007	72823.5075818285	62227.9518047725	46557.0458987334	369344.799769092	20020.6391106253	3282521.33304717	0	1609845.26289619	108786.702965054
Aug-2033	2035656.01870785	165279.228966974	26251.5718383563	5631.13083220302	35041.0525701762	364452.815666191	14168.279339765	5168381.20471584	0	707969.302301874	78524.9798412559
Sep-2033	697853.528589787	54134.687526724	11490.8719145285	3392.24964108431	27128.4457067453	31797.8966688623	10386.3370664341	2140243.04501958	0	285096.275579291	58267.5907313385
Oct-2034	1186499.29888687	105430.121915236	31953.9909216275	19872.9737361495	30777.465655945	72480.8594646201	17358.0163274784	427699.181567993	0	290816.062885994	64926.3018969438
Nov-2034	411394.798698559	48158.7317689234	29637.5509122264	5794.83104769402	30878.2767063008	14981.701315137	15626.0381993901	46473.8489775679	0	242977.418740638	61003.5275281965
Dec-2034	287244.361990899	35993.2857875049	19454.6488572747	4508.37390661679	24372.7528309741	5564.6319170509	10152.4520044061	71982.0517998421	0	193947.171098721	49693.2983488462
Jan-2034	1180309.57379222	107039.377483031	525288.791806245	138136.539310825	247661.241307444	0	129884.954831841	0	0	640586.667784237	239476.555927135
Feb-2034	4227767.12229185	380337.4499571	879821.027640048	407642.878325457	1909050.16791308	0	440345.488853084	0	0	2809940.97420054	1422393.44037469
Mar-2034	834063.720048592	115354.572866257	148636.089107369	48053.5878373595	199498.343024293	0	53091.5616669545	0	0	591802.706884102	198845.328160794
Apr-2034	4983421.70649263	276507.147176671	247213.887837076	100970.023791792	220757.175725689	0	86283.1516620557	234815.236939291	0	2546234.12206248	699389.784038941
May-2034	10065676.6702032	405560.665898337	255830.576887245	80772.0570527287	90889.0361917275	29351.9046174113	48823.2332937842	3365685.0627965	0	4103991.01862964	1217845.15733108
Jun-2034	11737892.8765413	730755.315378582	379556.741096484	137730.767799245	48915.4177268956	78271.7456464302	22787.3268865373	4155740.49541515	0	2709949.42557065	673388.085618737
Jul-2034	3928872.35920777	343498.261471852	96415.7056863006	72626.5413099927	37025.1696432364	229923.252836389	13961.0619260535	3808409.62410912	0	646719.458673017	100954.940667767
Aug-2034	1560221.17893639	130261.29162077	30733.8432550751	10734.7193095227	29089.3447997576	342438.887203132	10359.8822699896	3798625.65590331	0	427049.718695048	72697.0662302101
Sep-2034	459366.824788943	35990.3694722028	11947.1651635155	3302.19617326496	23085.3806715051	44761.6545415523	7962.51451095436	1041992.6139181	0	186818.827966824	54846.1290057681
